v8-version,4,4,63,30,0
code-creation,Builtin,4,0x23d2c9227c0,195,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x23d2c9228a0,231,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x23d2c9229a0,235,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x23d2c922aa0,197,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x23d2c922b80,199,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x23d2c922c60,199,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x23d2c922d40,199,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x23d2c922e20,199,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x23d2c922f00,195,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x23d2c922fe0,197,"Slot_DebugBreak"
code-creation,Builtin,4,0x23d2c9230c0,97,"PlainReturn_LiveEdit"
tick,0x7fcd18c90187,45923,0,0x0,4
code-creation,Builtin,4,0x23d2c923140,137,"FrameDropper_LiveEdit"
tick,0xba2e50,47770,0,0x0,2
code-creation,Stub,2,0x23d2c9231e0,478,"FastNewContextStub"
code-creation,Stub,2,0x23d2c9233c0,2680,"RecordWriteStub"
code-creation,Stub,2,0x23d2c923e40,2710,"RecordWriteStub"
code-creation,Stub,2,0x23d2c9248e0,754,"FastNewClosureStub"
tick,0x7fcd18c90187,48850,0,0x0,2
code-creation,Stub,2,0x23d2c924be0,1831,"RecordWriteStub"
code-creation,Stub,6,0x23d2c925320,514,"LoadICTrampolineStub"
code-creation,Stub,2,0x23d2c925540,1834,"RecordWriteStub"
code-creation,StoreInitialize,9,0x23d2c925c80,121,"args_count: 0"
code-creation,Stub,2,0x23d2c925d00,521,"CallConstructStub_Recording"
tick,0xd2e456,49990,0,0x0,2
code-creation,Function,0,0x23d2c925f20,3228," native runtime.js:66:10",0x1bfaef3ea70,~
code-creation,Script,0,0x23d2c926bc0,292,"native runtime.js",0x1bfaef3eb98,~
code-creation,StorePreMonomorphic,9,0x23d2c926d00,121,"args_count: 0"
tick,0x90af4f,51235,0,0x0,2
tick,0xc1e866,52259,0,0x0,2
tick,0xcf131c,53360,0,0x0,2
code-creation,Stub,2,0x23d2c926d80,1034,"FastNewContextStub"
code-creation,Stub,2,0x23d2c9271a0,1524,"FastCloneShallowArrayStub"
tick,0x7fcd18c90187,54748,0,0x0,2
code-creation,Stub,6,0x23d2c9277a0,514,"LoadICTrampolineStub"
code-creation,Stub,2,0x23d2c9279c0,1819,"RecordWriteStub"
code-creation,Stub,8,0x23d2c9280e0,513,"CallICStub(args(2), FUNCTION, "
code-creation,Stub,8,0x23d2c928300,113,"CallICTrampolineStub"
code-creation,Stub,8,0x23d2c928380,513,"CallICStub(args(3), FUNCTION, "
code-creation,Stub,8,0x23d2c9285a0,113,"CallICTrampolineStub"
code-creation,Stub,8,0x23d2c928620,513,"CallICStub(args(4), FUNCTION, "
tick,0x7fcd18c90187,55836,0,0x0,2
code-creation,Stub,8,0x23d2c928840,113,"CallICTrampolineStub"
code-creation,Stub,2,0x23d2c9288c0,608,"MathPowStub"
code-creation,Function,0,0x23d2c928b20,12116," native v8natives.js:31:10",0x1bfaef481a8,~
code-creation,Script,0,0x23d2c92ba80,292,"native v8natives.js",0x1bfaef482d0,~
code-creation,Stub,7,0x23d2c92bbc0,393,"KeyedLoadICTrampolineStub"
tick,0x7fcd18c90187,56849,0,0x7ffd80fe2e80,2,0xc52c10,0x23d2c929caa
code-creation,Stub,12,0x23d2c92bd60,173,"CompareICStub"
code-creation,LazyCompile,0,0x23d2c92be20,664,"InstallConstants native v8natives.js:87:26",0x1bfaef43be8,~
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Stub,2,0x23d2c92c0c0,234,"CallFunctionStub_Args1"
code-creation,Stub,12,0x23d2c92c1c0,173,"CompareICStub"
code-creation,LazyCompile,0,0x23d2c92c280,692,"SAR native runtime.js:312:17",0x1bfaef3d9b8,
code-creation,Stub,12,0x23d2c92c540,195,"CompareICStub"
code-creation,Stub,2,0x23d2c92c620,272,"LoadFastElementStub"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
tick,0x7fcd18c90187,57921,0,0x2478238,2,0xc52c10,0x23d2c92bf48,0x23d2c929caa
code-creation,Stub,2,0x23d2c92c740,1033,"StringAddStub_CheckBoth"
code-creation,Stub,2,0x23d2c92cb60,234,"CallFunctionStub_Args2"
code-creation,LazyCompile,0,0x23d2c92cc60,1036,"ADD native runtime.js:162:17",0x1bfaef3cd58,
code-creation,Stub,3,0x23d2c92d080,112,"LoadFieldStub"
tick,0xa9babc,58979,0,0x2ed1fff04159,0,0xc73bd0,0x23d2c929ce9
code-creation,LazyCompile,0,0x23d2c92d100,744,"InstallFunctions native v8natives.js:48:26",0x1bfaef439a8,~
code-creation,LazyCompile,0,0x23d2c92d400,412,"SetFunctionName native v8natives.js:38:25",0x1bfaef43918,~
code-creation,Stub,14,0x23d2c92d5a0,151,"ToBooleanStub(None)"
code-creation,Stub,12,0x23d2c92d640,173,"CompareICStub"
code-creation,Stub,2,0x23d2c92d700,203,"ToNumberStub"
code-creation,LazyCompile,0,0x23d2c92d7e0,1212,"SetUpLockedPrototype native v8natives.js:97:30",0x1bfaef43c78,~
code-creation,Stub,14,0x23d2c92dca0,228,"ToBooleanStub(SpecObject)"
code-creation,Stub,12,0x23d2c92dda0,195,"CompareICStub"
tick,0x7fcd18c90187,60137,0,0x7ffd80fe37f0,0,0xb75840,0x23d2c92d924,0x23d2c92a47a
code-creation,Stub,13,0x23d2c92de80,151,"CompareNilICStub(NullValue)(None)"
code-creation,Stub,8,0x23d2c92df20,513,"CallICStub(args(1), FUNCTION, "
code-creation,Stub,8,0x23d2c92e140,113,"CallICTrampolineStub"
code-creation,LazyCompile,0,0x23d2c92e1c0,652,"ObjectConstructor native v8natives.js:1073:27",0x1bfaef45da8,~
code-creation,LazyCompile,0,0x23d2c92e1c0,652,"ObjectConstructor native v8natives.js:1073:27",0x1bfaef45da8,~
code-creation,LazyCompile,0,0x23d2c92e460,436,"InstallGetterSetter native v8natives.js:78:29",0x1bfaef43b58,~
tick,0xafe541,61178,0,0x7ffd80fe2ec0,0,0xb795c0,0x23d2c92d533,0x23d2c92e504,0x23d2c92a887
code-creation,Stub,2,0x23d2c92e620,1133,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x23d2c92eaa0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x23d2c92eb20,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x23d2c92eba0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x23d2c92ec20,492,"BooleanConstructor native v8natives.js:1117:28",0x1bfaef45e38,~
code-creation,LazyCompile,0,0x23d2c92ec20,492,"BooleanConstructor native v8natives.js:1117:28",0x1bfaef45e38,~
tick,0xc10f71,62209,0,0x7ffd80fe1d10,2,0xc52c10,0x23d2c92ed18,0x23d2c92ad53
code-creation,LazyCompile,0,0x23d2c92ee20,628,"ToBoolean native runtime.js:506:19",0x1bfaef3c0d0,~
code-creation,LazyCompile,0,0x23d2c92f0a0,524,"NumberConstructor native v8natives.js:1148:27",0x1bfaef45fe8,~
code-creation,LazyCompile,0,0x23d2c92f0a0,524,"NumberConstructor native v8natives.js:1148:27",0x1bfaef45fe8,~
code-creation,Stub,12,0x23d2c92f2c0,187,"CompareICStub"
code-creation,LazyCompile,0,0x23d2c92f380,812,"ToNumber native runtime.js:513:18",0x1bfaef3c1a0,~
code-creation,Handler,3,0x23d2c92f6c0,141,"$NaN"
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x23d2c92f760,484,"SUB native runtime.js:217:17",0x1bfaef3d0b8,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
tick,0x7fcd18c90187,63290,0,0x7ffd80fe3770,2,0xc52c10,0x23d2c92b0e5
code-creation,LazyCompile,0,0x23d2c92f960,484,"MUL native runtime.js:228:17",0x1bfaef3d1d8,
code-creation,Stub,2,0x23d2c92fb60,350,"FastNewContextStub"
code-creation,Stub,2,0x23d2c92fcc0,529,"ArgumentsAccessStub_NewSloppyFast"
code-creation,LazyCompile,0,0x23d2c92fee0,500,"FunctionConstructor native v8natives.js:1381:29",0x1bfaef468e8,~
code-creation,LazyCompile,0,0x23d2c92fee0,500,"FunctionConstructor native v8natives.js:1381:29",0x1bfaef468e8,~
code-creation,Stub,2,0x23d2c9300e0,754,"FastNewClosureStub"
tick,0x7fcd18c90187,64569,0,0x0,2
code-creation,StoreInitialize,9,0x23d2c9303e0,121,"args_count: 0"
code-creation,Function,0,0x23d2c930460,1756," native symbol.js:3:10",0x1bfaef4b4b0,~
code-creation,Script,0,0x23d2c930b40,292,"native symbol.js",0x1bfaef4b5d0,~
code-creation,LazyCompile,0,0x23d2c930c80,500,"SymbolConstructor native symbol.js:8:27",0x1bfaef4aea0,~
code-creation,LazyCompile,0,0x23d2c930c80,500,"SymbolConstructor native symbol.js:8:27",0x1bfaef4aea0,~
code-creation,Stub,13,0x23d2c930e80,200,"CompareNilICStub(NullValue)(Undefined)"
code-creation,Handler,3,0x23d2c930f60,141,"$installFunctions"
code-creation,StorePreMonomorphic,9,0x23d2c931000,121,"args_count: 0"
tick,0xa01680,65588,0,0x0,3
tick,0x7fcd18c3b7e1,67164,0,0x0,2
code-creation,Stub,2,0x23d2c931080,714,"FastNewContextStub"
tick,0xd29f64,68202,0,0x0,2
code-creation,Stub,8,0x23d2c931360,507,"CallICStub(args(0), FUNCTION, "
code-creation,Stub,8,0x23d2c931560,113,"CallICTrampolineStub"
code-creation,Function,0,0x23d2c9315e0,7532," native array.js:10:10",0x1bfaef4ee88,~
code-creation,Script,0,0x23d2c933360,292,"native array.js",0x1bfaef4efb0,~
code-creation,Stub,8,0x23d2c9334a0,631,"CallICStub(args(1), METHOD, "
code-creation,Stub,8,0x23d2c933720,113,"CallICTrampolineStub"
tick,0x7fcd18c17c6b,69244,0,0x2497b38,2,0xc52c10,0x23d2c93219f
code-creation,LazyCompile,0,0x23d2c9337a0,396,"bp native array.js:1153:16",0x1bfaef4e820,~
code-creation,LazyCompile,0,0x23d2c933940,716,"hasOwnProperty native v8natives.js:198:30",0x1bfaef44188,~
code-creation,LazyCompile,0,0x23d2c933c20,284,"ToName native runtime.js:549:16",0x1bfaef3c3e0,~
code-creation,Stub,2,0x23d2c933d40,182,"DoubleToIStub"
code-creation,Stub,2,0x23d2c933e00,507,"NumberToStringStub"
code-creation,LazyCompile,0,0x23d2c934000,716,"ToString native runtime.js:534:18",0x1bfaef3c2c0,~
tick,0xa009c2,70397,0,0x7ffd80fe3db0,2,0xc52c10,0x23d2c933ce9,0x23d2c933bda,0x23d2c933865,0x23d2c93219f
code-creation,Stub,14,0x23d2c9342e0,212,"ToBooleanStub(Bool)"
code-creation,Stub,3,0x23d2c9343c0,120,"LoadConstantStub"
code-creation,Handler,3,0x23d2c934440,164,"hasOwnProperty"
code-creation,Handler,3,0x23d2c934500,141,"$toName"
code-creation,Stub,3,0x23d2c9345a0,120,"LoadConstantStub"
code-creation,Stub,3,0x23d2c934620,120,"LoadConstantStub"
code-creation,Stub,3,0x23d2c9346a0,120,"LoadConstantStub"
code-creation,Stub,3,0x23d2c934720,120,"LoadConstantStub"
tick,0x7fcd18c90187,71506,0,0x0,0,0xb774f0,0x23d2c93389b,0x23d2c932547
code-creation,Stub,3,0x23d2c9347a0,120,"LoadConstantStub"
code-creation,Handler,3,0x23d2c934820,141,"InternalArray"
code-creation,Stub,2,0x23d2c9348c0,278,"ArrayConstructorStub_None"
code-creation,Stub,8,0x23d2c9349e0,363,"CallIC_ArrayStub(args(0), FUNCTION,  (Array)"
code-creation,Stub,8,0x23d2c934b60,113,"CallIC_ArrayTrampolineStub"
code-creation,Stub,3,0x23d2c934be0,120,"LoadConstantStub"
code-creation,Stub,3,0x23d2c934c60,134,"FunctionPrototypeStub"
code-creation,Handler,3,0x23d2c934d00,141,"$setUpLockedPrototype"
tick,0x7fcd18c90187,72464,0,0x2472fa8,0,0xb772e0,0x23d2c932fe7
tick,0xcae2e3,73641,0,0x0,2
code-creation,Function,0,0x23d2c934da0,5660," native string.js:5:10",0x1bfaef546b0,~
code-creation,Script,0,0x23d2c9363c0,292,"native string.js",0x1bfaef547d8,~
code-creation,LazyCompile,0,0x23d2c936500,876,"StringConstructor native string.js:9:27",0x1bfaef524e8,~
code-creation,LazyCompile,0,0x23d2c936500,876,"StringConstructor native string.js:9:27",0x1bfaef524e8,~
tick,0x7fcd18c90187,75112,0,0x7ffd80fe3e50,0,0xc65ed0,0x23d2c9355a5
code-creation,Stub,2,0x23d2c936880,510,"FastNewContextStub"
code-creation,Function,0,0x23d2c936a80,1628," native uri.js:2:10",0x1bfaef55bd8,~
tick,0x7fcd18c90187,76172,0,0x0,2
code-creation,Script,0,0x23d2c9370e0,252,"native uri.js",0x1bfaef55cf8,~
code-creation,Stub,2,0x23d2c9371e0,434,"FastNewContextStub"
tick,0xcfa34d,77171,0,0x0,2
code-creation,Function,0,0x23d2c9373a0,3796," native math.js:8:10",0x1bfaef57fb8,~
code-creation,Script,0,0x23d2c938280,292,"native math.js",0x1bfaef580e0,~
code-creation,LazyCompile,0,0x23d2c9383c0,188,"MathConstructor native math.js:191:25",0x1bfaef57bc8,~
tick,0x901ac5,78212,0,0x0,2
code-creation,Stub,2,0x23d2c938480,390,"FastNewContextStub"
code-creation,Function,0,0x23d2c938620,1388," native fdlibm.js:4:10",0x1bfaef598f0,~
tick,0x7fcd18c90187,79296,0,0x0,2
code-creation,Script,0,0x23d2c938ba0,292,"native fdlibm.js",0x1bfaef59a10,~
tick,0x7fcd18c3b7e1,80650,0,0x0,2
code-creation,Stub,2,0x23d2c938ce0,798,"FastNewContextStub"
code-creation,Function,0,0x23d2c939000,7236," native date.js:3:10",0x1bfaef5e258,~
code-creation,Script,0,0x23d2c93ac60,292,"native date.js",0x1bfaef5e378,~
code-creation,Stub,8,0x23d2c93ada0,625,"CallICStub(args(0), METHOD, "
code-creation,Stub,8,0x23d2c93b020,113,"CallICTrampolineStub"
tick,0x7fcd18c90187,81718,0,0x7ffd80fe2ea0,2,0xc65ed0,0x23d2c939cb6
code-creation,Stub,12,0x23d2c93b0a0,173,"CompareICStub"
code-creation,Stub,12,0x23d2c93b160,173,"CompareICStub"
code-creation,Stub,12,0x23d2c93b220,173,"CompareICStub"
code-creation,LazyCompile,0,0x23d2c93b2e0,2932,"DateConstructor native date.js:62:25",0x1bfaef5b928,~
code-creation,LazyCompile,0,0x23d2c93b2e0,2932,"DateConstructor native date.js:62:25",0x1bfaef5b928,~
tick,0xc22e40,82726,0,0x0,2
code-creation,Stub,2,0x23d2c93be60,418,"FastNewContextStub"
code-creation,Function,0,0x23d2c93c020,2840," native regexp.js:8:10",0x1bfaef60170,~
code-creation,Script,0,0x23d2c93cb40,388,"native regexp.js",0x1bfaef602a8,~
code-creation,LazyCompile,0,0x23d2c93cce0,436,"RegExpConstructor native regexp.js:37:27",0x1bfaef5f420,~
code-creation,LazyCompile,0,0x23d2c93cce0,436,"RegExpConstructor native regexp.js:37:27",0x1bfaef5f420,~
tick,0x7fcd18c90187,83834,0,0x7ffd80fe3f30,0,0xc65ed0,0x23d2c93c3bc
code-creation,LazyCompile,0,0x23d2c93cea0,972,"ToPrimitive native runtime.js:499:21",0x1bfaef3bf08,~
code-creation,Stub,2,0x23d2c93d280,188,"DoubleToIStub"
tick,0x7fcd1984bde6,84880,0,0x7ffd80fe34d8,0,0xc77b50,0x23d2c93c989
code-creation,Stub,2,0x23d2c93d340,1296,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,11,0x23d2c93d860,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,11,0x23d2c93d8e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,LazyCompile,0,0x23d2c93d960,228,"RegExpMakeCaptureGetter native regexp.js:249:33",0x1bfaef5fae0,~
code-creation,Function,0,0x23d2c93da60,1252," native arraybuffer.js:2:10",0x1bfaef617c0,~
code-creation,Script,0,0x23d2c93df60,252,"native arraybuffer.js",0x1bfaef618e0,~
code-creation,LazyCompile,0,0x23d2c93e060,492,"ArrayBufferConstructor native arraybuffer.js:7:32",0x1bfaef613f8,~
tick,0x7fcd18c90187,86002,0,0x10a00b0,2,0xc65ed0,0x23d2c93dbe0
code-creation,LazyCompile,0,0x23d2c93e060,492,"ArrayBufferConstructor native arraybuffer.js:7:32",0x1bfaef613f8,~
code-creation,LazyCompile,0,0x23d2c93e260,404,"InstallGetter native v8natives.js:69:23",0x1bfaef43ac8,~
tick,0x7fcd18d0aba0,87113,0,0x0,2
tick,0xc1e18e,88185,0,0x0,2
code-creation,Stub,2,0x23d2c93e400,986,"FastNewContextStub"
tick,0xa5fd7d,89275,0,0x0,2
code-creation,Function,0,0x23d2c93e7e0,18604," native typedarray.js:2:10",0x1bfaef696e0,~
code-creation,Script,0,0x23d2c9430a0,252,"native typedarray.js",0x1bfaef69800,~
code-creation,LazyCompile,0,0x23d2c9431a0,876,"Uint8ArrayConstructor native typedarray.js:95:31",0x1bfaef64f00,~
code-creation,LazyCompile,0,0x23d2c9431a0,876,"Uint8ArrayConstructor native typedarray.js:95:31",0x1bfaef64f00,~
tick,0xbf67cc,90356,0,0x7ffd80fe3ca0,0,0xc7d2a0,0x23d2c93fb41
code-creation,Handler,3,0x23d2c943520,141,"$installGetter"
code-creation,Stub,11,0x23d2c9435c0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x23d2c943640,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x23d2c9436c0,876,"Int8ArrayConstructor native typedarray.js:230:30",0x1bfaef65410,~
code-creation,LazyCompile,0,0x23d2c9436c0,876,"Int8ArrayConstructor native typedarray.js:230:30",0x1bfaef65410,~
code-creation,Handler,3,0x23d2c943a40,141,"symbolToStringTag"
code-creation,LazyCompile,0,0x23d2c943ae0,876,"Uint16ArrayConstructor native typedarray.js:365:32",0x1bfaef65920,~
tick,0x7fcd18c90187,91448,0,0x10a00b0,2,0xc65ed0,0x23d2c940492
code-creation,LazyCompile,0,0x23d2c943ae0,876,"Uint16ArrayConstructor native typedarray.js:365:32",0x1bfaef65920,~
code-creation,LazyCompile,0,0x23d2c943e60,876,"Int16ArrayConstructor native typedarray.js:500:31",0x1bfaef65e30,~
code-creation,LazyCompile,0,0x23d2c943e60,876,"Int16ArrayConstructor native typedarray.js:500:31",0x1bfaef65e30,~
code-creation,LazyCompile,0,0x23d2c9441e0,876,"Uint32ArrayConstructor native typedarray.js:635:32",0x1bfaef66340,~
code-creation,LazyCompile,0,0x23d2c9441e0,876,"Uint32ArrayConstructor native typedarray.js:635:32",0x1bfaef66340,~
code-creation,LazyCompile,0,0x23d2c944560,876,"Int32ArrayConstructor native typedarray.js:770:31",0x1bfaef66850,~
code-creation,LazyCompile,0,0x23d2c944560,876,"Int32ArrayConstructor native typedarray.js:770:31",0x1bfaef66850,~
tick,0xbcf7c0,92527,0,0x1bfaef6abe1,2,0xc65ed0,0x23d2c941962
code-creation,LazyCompile,0,0x23d2c9448e0,876,"Float32ArrayConstructor native typedarray.js:905:33",0x1bfaef66d60,~
code-creation,LazyCompile,0,0x23d2c9448e0,876,"Float32ArrayConstructor native typedarray.js:905:33",0x1bfaef66d60,~
code-creation,LazyCompile,0,0x23d2c944c60,876,"Float64ArrayConstructor native typedarray.js:1040:33",0x1bfaef67270,~
code-creation,LazyCompile,0,0x23d2c944c60,876,"Float64ArrayConstructor native typedarray.js:1040:33",0x1bfaef67270,~
code-creation,LazyCompile,0,0x23d2c944fe0,876,"Uint8ClampedArrayConstructor native typedarray.js:1175:38",0x1bfaef67780,~
code-creation,LazyCompile,0,0x23d2c944fe0,876,"Uint8ClampedArrayConstructor native typedarray.js:1175:38",0x1bfaef67780,~
code-creation,LazyCompile,0,0x23d2c945360,1460,"DataViewConstructor native typedarray.js:1540:29",0x1bfaef67d20,~
code-creation,LazyCompile,0,0x23d2c945360,1460,"DataViewConstructor native typedarray.js:1540:29",0x1bfaef67d20,~
tick,0x7fcd18c90187,93656,0,0x7ffd80fe3d50,0,0xc65ed0,0x23d2c9428fb
code-creation,Function,0,0x23d2c945920,1484," native generator.js:2:10",0x1bfaef6bda0,~
code-creation,Script,0,0x23d2c945f00,252,"native generator.js",0x1bfaef6bec0,~
code-creation,Handler,3,0x23d2c946000,141,"symbolIterator"
code-creation,Handler,3,0x23d2c9460a0,141,"GeneratorFunctionPrototype"
code-creation,Handler,3,0x23d2c946140,141,"GeneratorFunction"
code-creation,Stub,2,0x23d2c9461e0,347,"ArgumentsAccessStub_NewStrict"
tick,0x906de1,94684,0,0x7ffd80fe3a80,2,0xc65ed0,0x23d2c945ea6
code-creation,LazyCompile,0,0x23d2c946340,500,"GeneratorFunctionConstructor native generator.js:48:38",0x1bfaef6bb68,~
code-creation,LazyCompile,0,0x23d2c946340,500,"GeneratorFunctionConstructor native generator.js:48:38",0x1bfaef6bb68,~
code-creation,Function,0,0x23d2c946540,308," native object-observe.js:70:16",0x1bfaef6f338,~
tick,0x7fcd18c90187,95850,0,0x0,2
code-creation,Function,0,0x23d2c946680,4588," native object-observe.js:9:10",0x1bfaef6f940,~
code-creation,Script,0,0x23d2c947880,292,"native object-observe.js",0x1bfaef6fa68,~
code-creation,LazyCompile,0,0x23d2c9479c0,520,"TypeMapCreateFromList native object-observe.js:51:31",0x1bfaef6d8c0,~
code-creation,LazyCompile,0,0x23d2c947be0,228,"TypeMapCreate native object-observe.js:42:23",0x1bfaef6d710,~
code-creation,LazyCompile,0,0x23d2c947ce0,284,"nullProtoObject native object-observe.js:39:25",0x1bfaef6d680,~
code-creation,LazyCompile,0,0x23d2c947e00,300,"TypeMapAddType native object-observe.js:45:24",0x1bfaef6d7a0,~
code-creation,Stub,3,0x23d2c947f40,244,"StoreTransitionStub"
tick,0x7fcd18c90187,96916,0,0x7ffd00000000,0,0xb743f0,0x23d2c947ee2,0x23d2c947abf,0x23d2c94661f,0x23d2c9473a2
code-creation,Handler,3,0x23d2c948040,164,"update"
code-creation,KeyedStoreIC,10,0x23d2c948100,153,"update"
code-creation,Stub,3,0x23d2c9481a0,244,"StoreTransitionStub"
code-creation,Handler,3,0x23d2c9482a0,164,"delete"
code-creation,Stub,2,0x23d2c948360,2694,"RecordWriteStub"
code-creation,Stub,3,0x23d2c948e00,594,"StoreTransitionStub"
code-creation,Handler,3,0x23d2c949060,164,"setPrototype"
tick,0xb5c7e1,97938,0,0x0,0,0xb743f0,0x23d2c947ee2,0x23d2c947abf,0x23d2c94661f,0x23d2c9473a2
code-creation,Stub,3,0x23d2c949120,244,"StoreTransitionStub"
code-creation,Handler,3,0x23d2c949220,164,"reconfigure"
code-creation,Stub,3,0x23d2c9492e0,244,"StoreTransitionStub"
code-creation,Handler,3,0x23d2c9493e0,164,"preventExtensions"
tick,0xbe568b,99081,0,0x0,2
code-creation,Stub,2,0x23d2c9494a0,406,"FastNewContextStub"
code-creation,Function,0,0x23d2c949640,3028," native collection.js:2:10",0x1bfaef71e28,~
code-creation,Script,0,0x23d2c94a220,252,"native collection.js",0x1bfaef71f48,~
code-disable-optimization,"SetConstructor","ForOfStatement"
code-creation,LazyCompile,0,0x23d2c94a320,1216,"SetConstructor native collection.js:70:24",0x1bfaef712d0,
code-creation,LazyCompile,0,0x23d2c94a320,1216,"SetConstructor native collection.js:70:24",0x1bfaef712d0,
tick,0x7fcd18c90187,100180,0,0x7ffd80fe3f30,0,0xc65ed0,0x23d2c949a6c
code-disable-optimization,"MapConstructor","ForOfStatement"
code-creation,LazyCompile,0,0x23d2c94a7e0,1424,"MapConstructor native collection.js:197:24",0x1bfaef716c0,
code-creation,LazyCompile,0,0x23d2c94a7e0,1424,"MapConstructor native collection.js:197:24",0x1bfaef716c0,
code-creation,Function,0,0x23d2c94ad80,1908," native weak-collection.js:2:10",0x1bfaef73190,~
code-creation,Script,0,0x23d2c94b500,252,"native weak-collection.js",0x1bfaef732b0,~
tick,0x905bfa,101253,0,0x2473eb8,2,0xc65ed0,0x23d2c94af82
code-disable-optimization,"WeakMapConstructor","ForOfStatement"
code-creation,LazyCompile,0,0x23d2c94b600,1424,"WeakMapConstructor native weak-collection.js:8:28",0x1bfaef72a90,
code-creation,LazyCompile,0,0x23d2c94b600,1424,"WeakMapConstructor native weak-collection.js:8:28",0x1bfaef72a90,
code-disable-optimization,"WeakSetConstructor","ForOfStatement"
code-creation,LazyCompile,0,0x23d2c94bba0,1216,"WeakSetConstructor native weak-collection.js:73:28",0x1bfaef72d60,
code-creation,LazyCompile,0,0x23d2c94bba0,1216,"WeakSetConstructor native weak-collection.js:73:28",0x1bfaef72d60,
code-creation,Function,0,0x23d2c94c060,3196," native collection-iterator.js:6:10",0x1bfaef749b8,~
tick,0x7fcd18c90187,102445,0,0x0,2
code-creation,Script,0,0x23d2c94cce0,292,"native collection-iterator.js",0x1bfaef74ae0,~
code-creation,LazyCompile,0,0x23d2c94ce20,220,"SetIteratorConstructor native collection-iterator.js:12:32",0x1bfaef74098,~
code-creation,LazyCompile,0,0x23d2c94ce20,220,"SetIteratorConstructor native collection-iterator.js:12:32",0x1bfaef74098,~
code-creation,Handler,3,0x23d2c94cf00,141,"SetIterator"
code-creation,LazyCompile,0,0x23d2c94cfa0,220,"MapIteratorConstructor native collection-iterator.js:72:32",0x1bfaef74368,~
code-creation,LazyCompile,0,0x23d2c94cfa0,220,"MapIteratorConstructor native collection-iterator.js:72:32",0x1bfaef74368,~
code-creation,Handler,3,0x23d2c94d080,141,"MapIterator"
code-creation,Handler,3,0x23d2c94d120,141,"$setFunctionName"
tick,0xbc36b0,103585,0,0x0,2
code-creation,Stub,2,0x23d2c94d1c0,730,"FastNewContextStub"
tick,0x8fd60b,104643,0,0x0,2
code-creation,Function,0,0x23d2c94d4a0,3492," native promise.js:11:10",0x1bfaef76e60,~
code-creation,Script,0,0x23d2c94e260,292,"native promise.js",0x1bfaef76f88,~
tick,0xc1ff07,106110,0,0x0,2
code-creation,Stub,2,0x23d2c94e3a0,950,"FastNewContextStub"
code-creation,Function,0,0x23d2c94e760,8020," native messages.js:28:10",0x1bfaef81e10,~
tick,0x7fcd18c90187,107445,0,0x0,2
code-creation,Script,0,0x23d2c9506c0,292,"native messages.js",0x1bfaef81f38,~
code-creation,Handler,3,0x23d2c950800,141,"Script"
code-creation,LazyCompile,0,0x23d2c9508a0,292," native messages.js:252:25",0x1bfaef80910,~
code-creation,LazyCompile,0,0x23d2c9508a0,292," native messages.js:252:25",0x1bfaef80910,~
code-creation,LazyCompile,0,0x23d2c9509e0,908,"DefineError native messages.js:758:21",0x1bfaef7e370,~
tick,0x7fcd18c90187,108639,0,0x10a00b0,2,0xc52c10,0x23d2c94fd67
code-creation,Stub,12,0x23d2c950d80,222,"CompareICStub"
code-creation,LazyCompile,0,0x23d2c950e60,188,"DefineError.aT native messages.js:762:16",0x1bfaef842d0,~
code-disable-optimization,"","TryCatchStatement"
code-creation,LazyCompile,0,0x23d2c950f20,572," native messages.js:773:21",0x1bfaef84360,
code-creation,LazyCompile,0,0x23d2c950f20,572," native messages.js:773:21",0x1bfaef84360,
